patch,champ,role,picks_vs,bans_vs
16.09,Milio,sup,2,0
16.09,Neeko,sup,2,0
16.09,Renekton,top,2,0
16.09,Sivir,bot,2,0
16.09,Yorick,top,0,2
16.09,Yunara,bot,1,1
16.09,Ahri,mid,1,0
16.09,Alistar,sup,0,1
16.09,Ambessa,top,0,1
16.09,Anivia,mid,0,1
16.09,Annie,mid,1,0
16.09,K'Sante,top,0,1
16.09,Lux,sup,1,0
16.09,Miss Fortune,bot,0,1
16.09,Pantheon,jng,0,1
16.09,Pyke,sup,0,1
16.09,Rell,sup,1,0
16.09,Ryze,mid,1,0
16.09,Seraphine,sup,1,0
16.09,Skarner,jng,1,0
16.09,Taliyah,mid,1,0
16.09,Trundle,jng,0,1
16.09,Wukong,jng,1,0
16.09,Zaahen,top,1,0
16.09,Ziggs,bot,1,0
16.1,Karma,sup,1,3
16.1,Orianna,mid,0,4
16.1,Ashe,bot,1,2
16.1,Cassiopeia,mid,1,2
16.1,Lucian,bot,2,1
16.1,Nautilus,sup,0,3
16.1,Annie,mid,1,1
16.1,Bard,sup,2,0
16.1,Ezreal,bot,1,1
16.1,Gnar,top,2,0
16.1,Lee Sin,jng,1,1
16.1,Milio,sup,2,0
16.1,Pantheon,jng,2,0
16.1,Varus,bot,0,2
16.1,Vi,jng,0,2
16.1,Xin Zhao,jng,1,1
16.1,Ambessa,top,1,0
16.1,Anivia,top,1,0
16.1,Anivia,mid,1,0
16.1,Caitlyn,bot,1,0
16.1,Galio,mid,1,0
16.1,Jayce,top,0,1
16.1,K'Sante,top,1,0
16.1,Lulu,sup,0,1
16.1,Maokai,jng,1,0
16.1,Miss Fortune,bot,1,0
16.1,Neeko,sup,0,1
16.1,Ryze,mid,0,1
16.1,Seraphine,sup,1,0
16.1,Sion,top,0,1
16.1,Skarner,jng,1,0
16.1,Sylas,mid,0,1
16.1,Twisted Fate,mid,1,0
16.1,Vayne,top,1,0
16.1,Viktor,mid,1,0
16.1,Ziggs,bot,0,1
