patch,champ,role,picks_vs,bans_vs
16.09,Jayce,top,1,0
16.09,Jhin,bot,1,0
16.09,Kai'Sa,bot,1,0
16.09,Lee Sin,jng,1,0
16.09,Nautilus,sup,1,0
16.09,Neeko,sup,0,1
16.09,Orianna,mid,1,0
16.09,Rakan,sup,1,0
16.09,Rumble,top,0,1
16.09,Varus,bot,0,1
16.09,Varus,top,1,0
16.09,Viktor,mid,0,1
16.09,Xin Zhao,jng,1,0
16.1,Nocturne,jng,0,8
16.1,Varus,bot,1,5
16.1,Karma,sup,2,2
16.1,Rumble,top,1,3
16.1,Ryze,mid,2,2
16.1,Twisted Fate,mid,2,2
16.1,Xin Zhao,jng,3,1
16.1,Ahri,mid,2,1
16.1,Lee Sin,jng,1,2
16.1,Nautilus,sup,3,0
16.1,Orianna,mid,1,2
16.1,Vi,jng,1,2
16.1,Ambessa,top,0,2
16.1,Blitzcrank,sup,1,1
16.1,Caitlyn,bot,1,1
16.1,Cassiopeia,mid,1,1
16.1,Jarvan IV,jng,0,2
16.1,Lucian,bot,1,1
16.1,Pantheon,jng,1,1
16.1,Renekton,top,1,1
16.1,Skarner,jng,2,0
16.1,Vayne,top,2,0
16.1,Akali,top,1,0
16.1,Anivia,sup,1,0
16.1,Annie,mid,1,0
16.1,Aphelios,bot,1,0
16.1,Aurora,mid,0,1
16.1,Azir,mid,0,1
16.1,Camille,top,1,0
16.1,Corki,bot,0,1
16.1,Dr. Mundo,jng,0,1
16.1,Gnar,top,1,0
16.1,Jax,top,0,1
16.1,Jayce,top,1,0
16.1,Jhin,bot,1,0
16.1,Jinx,bot,1,0
16.1,K'Sante,top,1,0
16.1,Kennen,top,1,0
16.1,Kog'Maw,mid,1,0
16.1,Milio,sup,1,0
16.1,Naafiri,jng,0,1
16.1,Nami,sup,1,0
16.1,Neeko,sup,0,1
16.1,Nidalee,jng,1,0
16.1,Pyke,sup,1,0
16.1,Senna,bot,1,0
16.1,Shen,top,0,1
16.1,Sivir,bot,0,1
16.1,Smolder,bot,1,0
16.1,Trundle,jng,1,0
16.1,Viktor,mid,0,1
16.1,Xayah,bot,1,0
16.1,Ziggs,bot,1,0
