patch,champ,role,picks_vs,bans_vs
16.08,Rumble,top,0,1
16.08,Varus,bot,0,1
16.08,Xin Zhao,jng,1,0
16.09,Nautilus,sup,1,2
16.09,Orianna,mid,0,3
16.09,Rumble,top,1,2
16.09,Seraphine,sup,0,3
16.09,Akali,mid,1,1
16.09,Aurora,mid,0,2
16.09,Bard,sup,1,1
16.09,Caitlyn,bot,1,1
16.09,Cassiopeia,mid,1,1
16.09,Jarvan IV,jng,2,0
16.09,K'Sante,top,2,0
16.09,Nami,sup,1,1
16.09,Ryze,mid,1,1
16.09,Varus,bot,0,2
16.09,Ahri,mid,0,1
16.09,Anivia,mid,1,0
16.09,Annie,mid,1,0
16.09,Corki,bot,1,0
16.09,Jayce,top,0,1
16.09,Jhin,bot,1,0
16.09,Karma,sup,1,0
16.09,Lee Sin,jng,1,0
16.09,Lulu,sup,1,0
16.09,Pantheon,jng,1,0
16.09,Pyke,sup,0,1
16.09,Renekton,top,1,0
16.09,Senna,bot,1,0
16.09,Sion,top,0,1
16.09,Twisted Fate,mid,0,1
16.09,Xin Zhao,jng,1,0
16.09,Yorick,top,1,0
16.09,Yunara,bot,1,0
